 ( 16,  75.76389408,  27.80095643, 0.27096812,  0.15040782,  0.30109724, 25., 0.,  2.04840638e-02,  1.13502111, -1.37509844e-01)
 ( 17,  59.82842002,  29.56609113, 0.4256663 ,  0.10864264,  0.34858891, 25., 0.,  2.01655123e-02,  1.82088915, -6.50708768e-01)
 ( 18, 111.01987717,  29.27544202, 0.79298949,  0.29860784,  0.18000415, 25., 0.,  3.42931561e-02,  1.77598821, -6.23600196e-01)
 ( 19, 134.61969957,  29.66315126, 0.461359  ,  0.07269829, -0.53614192, 25., 0.,  1.54974498e-02,  1.25799357, -2.49196052e-01)
 ( 20,  81.80588342,  31.81811336, 0.93795537, -0.5619653 , -0.43310826, 25., 0.,  4.63480689e-02,  1.8542738 , -6.70434653e-01)
 ( 21,  16.11938175,  33.26694333, 0.36100747,  0.06943878,  0.49147359, 25., 0.,  2.03104205e-02,  1.87141275, -6.80423963e-01)
 ( 22,  34.80626325,  34.22761971, 0.48432688, -0.14733382, -0.48664186, 25., 0.,  8.60718917e-03,  1.03129079, -3.34528521e-02)
 ( 23, 104.31931473,  36.13886889, 0.5410888 , -0.48064854, -0.8747225 , 25., 0.,  1.66886169e-02,  1.02534516, -2.71752107e-02)
 ( 24,  29.99825456,  36.8648334 , 0.83570789, -0.56742508,  0.2830071 , 25., 0.,  1.95419844e-02,  1.06020408, -6.34736738e-02)
 ( 25,  19.6667831 ,  39.74127199, 0.69272285, -0.11426238,  0.22291318, 25., 0.,  3.26529033e-02,  1.83542165, -6.59339626e-01)
 ( 26,  58.87572117,  40.73049361, 0.60334533, -0.4584841 ,  0.06375298, 25., 0.,  1.58156715e-02,  1.25739963, -2.48683319e-01)
 ( 27,  13.6138652 ,  40.89460999, 0.27870481, -0.10113021, -0.62347161, 25., 0.,  9.91939846e-03,  1.04214199, -4.48172372e-02)
 ( 28,  21.5911172 ,  40.88026572, 0.78730442, -0.1689536 , -0.41681406, 25., 0.,  3.39280106e-02,  1.68542329, -5.66772476e-01)
 ( 29,  18.2792654 ,  42.16031875, 0.74257327, -0.11556885,  0.88351813, 25., 0.,  4.30302657e-02,  2.36987134, -9.36811920e-01)
 ( 30, 187.55163896,  41.64203657, 0.74815568,  0.84638191,  0.81248834, 25., 0.,  3.42852026e-02,  2.21385476, -8.62872812e-01)
 ( 31, 191.76578942,  45.03893661, 0.70831324,  0.75050257,  0.74258791, 25., 0.,  2.28375439e-02,  1.3222623 , -3.03294039e-01)
 ( 32, 138.30546048,  50.16770938, 0.83640914,  0.26541577,  0.01775525, 25., 0.,  2.25289371e-02,  1.08409828, -8.76716405e-02)
 ( 33,  13.66816305,  52.39950983, 0.71710733,  0.47195699, -0.45892816, 25., 0.,  2.61274073e-02,  1.58082354, -4.97208488e-01)
 ( 34,  82.39533798,  52.66382596, 0.7651083 , -0.0090128 ,  0.44574606, 25., 0.,  2.08384264e-02,  1.32718679, -3.07330124e-01)
 ( 35, 129.59353614,  53.31722868, 0.81764864, -0.55070692, -0.34523664, 25., 0.,  3.97215411e-02,  1.98304765, -7.43332876e-01)
 ( 36,  46.16536171,  54.83074586, 0.50025476,  0.28794857,  0.17701467, 25., 0.,  1.47151630e-02,  1.12424538, -1.27152779e-01)
 ( 37,  58.24273026,  56.25760404, 0.62210227, -0.61761511, -0.13336415, 25., 0.,  1.69310763e-01,  8.54494591, -2.32927329e+00)
 ( 38,  89.35849673,  56.59995188, 0.66163232,  0.13066262,  0.05065787, 25., 0.,  1.85849313e-02,  1.19170392, -1.90420924e-01)
 ( 39, 110.1999279 ,  58.23316768, 0.97508908,  0.40367563, -0.1803854 , 25., 0.,  6.27596155e-02,  2.91521055, -1.16167482e+00)
 ( 40,  44.51668422,  58.77500378, 0.48712959, -0.70321837, -0.7195272 , 25., 0.,  9.24856961e-03,  1.45016021, -4.03539964e-01)
 ( 41,  20.3598009 ,  61.1272104 , 0.65754298, -0.75208522, -0.48457692, 25., 0.,  2.22981963e-02,  1.34258864, -3.19857424e-01)
 ( 42,  33.43373846,  61.14080408, 0.35107887,  0.21120815, -0.6001817 , 25., 0.,  1.79799367e-02,  1.96410937, -7.32914167e-01)
 ( 43,  48.53694088,  66.03517981, 0.34496919,  0.93597985, -0.09051056, 25., 0.,  7.48736225e-03,  1.06816065, -7.15914360e-02)
 ( 44,  49.87813557,  68.90106189, 0.528295  ,  0.3841511 ,  0.8672262 , 25., 0.,  2.07818672e-02,  1.88204498, -6.86574998e-01)
 ( 45, 138.02251599,  69.64883614, 0.64712311,  0.15442674, -0.87140465, 25., 0.,  2.19001938e-02,  1.60643766, -5.14659692e-01)
 ( 46, 157.65864536,  70.02388795, 0.67686948,  0.29140796, -0.15332108, 25., 0.,  1.55991670e-02,  1.00333043, -3.60995854e-03)
 ( 47,  90.97708492,  71.62320422, 0.53968662,  0.25610641, -0.01651126, 25., 0.,  1.64433178e-02,  1.44501487, -3.99680791e-01)
 ( 48,  55.8817292 ,  71.76044891, 0.37948156, -0.99455394, -0.27395357, 25., 0.,  3.93065251e-02,  1.18530282, -1.84573293e-01)
 ( 49,  81.62536869,  71.64529874, 0.50603495, -0.07369667, -0.7826167 , 25., 0.,  1.46732740e-02,  1.24075524, -2.34215292e-01)
 ( 50, 166.71460009,  75.08465182, 0.90857808, -0.10111895,  0.03612742, 25., 0.,  2.14465205e-02,  1.02501489, -2.68254314e-02)
 ( 51,  83.80463818,  76.53972159, 0.85646066,  0.52491607,  0.91366504, 25., 0.,  1.60553381e-02,  1.02167752, -2.32845941e-02)
 ( 52, 190.42256097,  76.24404352, 0.55801629, -0.15329037,  0.47266769, 25., 0.,  2.46494580e-02,  1.40124889, -3.66288206e-01)
 ( 53,  27.27782066,  77.15412175, 0.42834478, -0.45771202, -0.64465584, 25., 0.,  1.05453460e-02,  1.20476332, -2.02254341e-01)
 ( 54, 182.05751247,  79.29066487, 0.69027441, -0.14025879, -0.9445442 , 25., 0.,  2.38457657e-02,  1.87159631, -6.80530451e-01)
 ( 55,  25.71944604,  81.10110456, 0.99630029,  0.00208458, -0.13275056, 25., 0.,  4.66335118e-02,  2.03032876, -7.68915918e-01)
 ( 56,  81.68212651,  81.22325339, 0.7566222 ,  0.00472384,  0.43624196, 25., 0.,  4.47830334e-02,  2.60557221, -1.03975779e+00)
 ( 57,  61.55308293,  81.75772453, 0.95263546, -0.60489527, -0.35585947, 25., 0.,  2.50740740e-02,  1.11584962, -1.19014171e-01)
 ( 58,  64.95512339,  81.52774925, 0.56499815,  0.95829302,  0.75915722, 25., 0.,  2.17077788e-02,  1.50005222, -4.40265944e-01)
 ( 59, 147.68095768,  83.83009379, 0.9911437 ,  0.2210794 , -0.43065338, 25., 0.,  3.55043188e-02,  1.7426916 , -6.03051347e-01)
 ( 60, 110.71370608,  85.37774603, 0.88960107,  0.23083217, -0.17951525, 25., 0.,  5.60876690e-02,  2.73084842, -1.09074399e+00)
 ( 61,  50.11041105,  86.10542526, 0.83419364,  0.51880025,  0.21928828, 25., 0.,  2.12194633e+00, 90.54766299, -4.89219311e+00)
 ( 62,  70.3182128 ,  86.1647653 , 0.38463207, -0.8542673 ,  0.60407188, 25., 0.,  1.62894186e-02,  1.26249653, -2.53075486e-01)
 ( 63,  32.95779991,  86.85049424, 0.41746991, -0.68163959, -0.86750115, 25., 0.,  1.63978860e-02,  1.46482407, -4.14463672e-01)
 ( 64,  68.30311686,  88.07571209, 0.7258862 , -0.10935764, -0.79791006, 25., 0.,  1.39121562e-02,  1.01873219, -2.01500775e-02)
 ( 65, 136.45140317,  89.39965408, 0.8000338 , -0.44179381, -0.44191663, 25., 0.,  1.76144969e-02,  1.17661748, -1.76588236e-01)
 ( 66,   3.94896256,  89.39935068, 0.48371341,  0.29110433, -0.71230752, 25., 0.,  2.15964019e-02,  1.79443117, -6.34817014e-01)
 ( 67, 105.28669521,  92.1322536 , 0.55395107, -0.10583044,  0.73218581, 25., 0.,  9.73557588e-03,  1.00344325, -3.73203866e-03)
 ( 68, 112.24466762,  92.72074915, 0.83584309, -0.24797475,  0.06736281, 25., 0.,  1.94209758e-02,  1.06438953, -6.77514863e-02)
 ( 69,  63.45423857,  93.31724038, 0.48197707,  0.26996036,  0.01548543, 25., 0.,  2.79507358e-02,  2.03975801, -7.73946616e-01)
 ( 70,  66.46128221,  92.9676037 , 0.98007278,  0.19665337, -0.22403446, 25., 0.,  4.78821993e-02,  2.23402707, -8.72721076e-01)
 ( 71,  56.23542835,  96.4602354 , 0.67952536,  0.31587808,  0.77916086, 25., 0.,  3.08303274e-02,  2.03328716, -7.70496796e-01)
 ( 72,  59.86370793,  95.41126734, 0.31273214,  0.18017655, -0.02598547, 25., 0.,  9.95795429e-03,  1.15583101, -1.57235856e-01)
 ( 73,  30.26461913,  97.36208077, 0.45261384, -0.17185237,  0.47819303, 25., 0.,  3.60123143e-02,  1.82933163, -6.55731108e-01)
 ( 74,  95.80938095,  99.12294954, 0.97074557,  0.44773307, -0.0885631 , 25., 0.,  2.94607729e-02,  1.51142148, -4.48463973e-01)
 ( 75,   7.30966833, 101.41433606, 0.44924082, -0.51442841,  0.47141049, 25., 0.,  2.03133523e-02,  1.07719942, -8.07402739e-02)
 ( 76,  11.57015644, 101.04235675, 0.6004241 , -0.11605072, -0.20672415, 25., 0.,  1.90103445e-02,  1.07826599, -8.18147703e-02)
 ( 77, 145.94868843, 101.92472209, 0.76619823, -0.17003888,  0.35471048, 25., 0.,  3.50780599e-02,  1.88734669, -6.89629209e-01)
 ( 78,  26.61024261, 102.56397007, 0.57430941, -0.4711037 , -0.2608865 , 25., 0.,  3.70038003e-02,  1.72110615, -5.89519144e-01)
 ( 79,  76.11961652, 104.15081725, 0.53759828,  0.51570426,  0.61225652, 25., 0.,  1.22650722e-02,  1.04645636, -4.93028008e-02)
 ( 80, 122.8287515 , 104.4643701 , 0.56986653,  0.34426511,  0.06041333, 25., 0.,  1.49231069e-02,  1.22408036, -2.19524823e-01)
 ( 81, 174.3730841 , 102.39861042, 0.43172898, -0.06348007, -0.28753623, 25., 0.,  1.00362478e-02,  1.23257953, -2.27037378e-01)
 ( 82,  23.91635219, 104.50151877, 0.22150905, -0.54158471,  0.99543664, 25., 0.,  2.41440944e-02,  1.39355974, -3.60313979e-01)
 ( 83, 161.61507601, 103.79869629, 0.27437926,  0.09961959,  0.43189597, 25., 0.,  9.12471768e-03,  1.48294542, -4.27812915e-01)
 ( 84, 148.46282508, 105.95128858, 0.85026916,  0.26124754, -0.41705194, 25., 0.,  3.21935527e-02,  1.87240371, -6.80998730e-01)
 ( 85, 198.5285683 , 108.08294214, 0.64417875,  0.40216307,  0.16609573, 25., 0.,  1.47521906e-02,  1.28864422, -2.75332577e-01)
 ( 86,  77.55694032, 108.94897419, 0.75300128, -0.05098914,  0.06794677, 25., 0.,  3.12376060e-02,  1.83044415, -6.56391203e-01)
 ( 87,  17.15464586, 111.59826964, 0.42037239, -0.19123469,  0.58571558, 25., 0.,  2.54277866e-02,  1.40677772, -3.70563702e-01)
 ( 88, 177.72214687, 110.61706026, 0.94505391, -0.13206808, -0.40337742, 25., 0.,  2.55611818e-02,  1.35894161, -3.33001990e-01)
 ( 89,  12.14977883, 112.13315511, 0.63356357, -0.78371484, -0.53140587, 25., 0.,  2.23684590e-02,  1.13951625, -1.41801309e-01)
 ( 90,  15.48192568, 113.38209587, 0.67474801, -0.30670632,  0.46550562, 25., 0.,  2.92212162e-02,  1.29064381, -2.77016003e-01)
 ( 91,  23.7035108 , 115.89774258, 0.76007722, -0.50078736, -0.59980776, 25., 0.,  3.80322225e-02,  2.12212856, -8.16929225e-01)
 ( 92, 114.13002415, 119.77419778, 0.7299355 ,  0.25926532,  0.97352749, 25., 0.,  1.05995703e-02,  1.02171718, -2.33267443e-02)
 ( 93,  58.68144208, 119.31365342, 0.58732427, -0.1327191 ,  0.32296539, 25., 0.,  3.09646055e-02,  1.97900176, -7.41115450e-01)
 ( 94, 155.37369942, 121.57183188, 0.59118406, -0.47250376,  0.37837078, 25., 0.,  2.25942936e-02,  1.43863736, -3.94878338e-01)
 ( 95, 180.91804846, 122.85825714, 0.59533789,  0.38259868, -0.83731845, 25., 0.,  3.02528627e-02,  2.11298245, -8.12239726e-01)
 ( 96,  11.2276712 , 128.46470315, 0.68067333,  0.11337822,  0.49864226, 25., 0.,  2.02861708e-02,  1.13134176, -1.33984547e-01)
 ( 97,  26.43949643, 129.45317069, 0.90279127,  0.21158606, -0.26286975, 25., 0.,  4.69282568e-02,  2.10891457, -8.10147467e-01)
 ( 98, 151.86098758, 128.73360171, 0.83388559,  0.69875659, -0.09618787, 25., 0.,  2.32959930e-02,  1.44594644, -4.00380514e-01)
 ( 99, 144.58243287, 130.06448725, 0.81978758,  0.08768734, -0.42847884, 25., 0.,  1.70399901e-02,  1.32703103, -3.07202699e-01)
 (100, 139.33451915, 133.2011974 , 0.8354756 ,  0.72889826, -0.02097331, 25., 0.,  2.72349287e-02,  1.57551646, -4.93557362e-01)
 (101,  83.87841947, 135.28145943, 0.99677217,  0.37383004,  0.11802195, 25., 0.,  1.96387582e-02,  1.07791594, -8.14622375e-02)
 (102, 115.05841554, 135.89048186, 0.46255677, -0.14073438, -0.11701731, 25., 0.,  1.08125489e-02,  1.01667285, -1.79530635e-02)
 (103, 157.42482248, 136.92725374, 0.79576606,  0.33147405, -0.36477657, 25., 0.,  3.09064426e-02,  1.60606918, -5.14410623e-01)
 (104, 143.4007631 , 138.41166718, 0.25589785, -0.4445228 , -0.25813265, 25., 0.,  8.54323339e-03,  1.09906439, -1.02557846e-01)
 (105, 170.08201348, 138.43947278, 0.44838731, -0.32858461,  0.74477499, 25., 0.,  4.75373026e-03,  1.05365139, -5.67423582e-02)
 (106, 174.2283837 , 137.75577466, 0.38686708, -0.6890134 , -0.37010468, 25., 0.,  4.27130982e-03,  1.01438058, -1.55023148e-02)
 (107,  75.97892265, 139.1393843 , 0.44259556,  0.53533381,  0.32228553, 25., 0.,  1.64340548e-02,  1.23750897, -2.31370887e-01)
 (108, 115.86334804, 139.68840651, 0.85262606, -0.31346704, -0.13545217, 25., 0.,  3.14644910e-02,  1.93397102, -7.16124903e-01)
 (109, 125.48482752, 142.94901831, 0.44121617, -0.78829979, -0.59431697, 25., 0.,  2.70482413e-02,  1.86423824, -6.76253529e-01)
 (110,   9.88889147, 143.60630911, 0.50851584, -0.71360427, -0.30287064, 25., 0.,  2.00025737e-02,  1.44440839, -3.99225003e-01)
 (111,  20.71070691, 143.93703351, 0.63464144, -0.06416825, -0.13816792, 25., 0.,  2.20204368e-02,  1.33049621, -3.10034106e-01)
 (112,  49.80418559, 146.42217945, 0.73254244,  0.80255277,  0.30416699, 25., 0.,  2.35615112e-02,  1.59521058, -5.07045053e-01)
 (113, 152.93747598, 146.46515029, 0.61791246, -0.42714399, -0.35597901, 25., 0.,  3.53399292e-02,  1.7048541 , -5.79218043e-01)
 (114,  77.30372454, 149.35387401, 0.60425836,  0.44269469,  0.41642911, 25., 0.,  3.84497717e-02,  2.46878101, -9.81206421e-01)
 (115, 110.70311991, 149.85432046, 0.52014311,  0.54825793, -0.9638475 , 25., 0.,  1.44445077e-02,  1.43485203, -3.92017792e-01)
 (116, 197.17505258, 149.74822964, 0.45915594, -0.83264082, -0.58181084, 25., 0.,  2.37566829e-02,  1.92586033, -7.11561966e-01)
 (117, 193.87784313, 154.42117533, 0.96278464, -0.14143138, -0.58330515, 25., 0.,  3.52232046e-02,  1.79628427, -6.35937665e-01)
 (118,  24.45784684, 156.5187337 , 0.96446186,  0.26294089, -0.12650462, 25., 0.,  3.66760902e-02,  1.6058506 , -5.14262843e-01)
 (119, 117.53781755, 156.70322545, 0.40947763, -0.01194525, -0.83308746, 25., 0.,  1.39125697e-02,  1.25722299, -2.48530783e-01)
 (120, 172.33313615, 156.80364365, 0.4108375 , -0.15335258, -0.64483939, 25., 0.,  2.54985988e-02,  2.47966874, -9.85984167e-01)
 (121,  39.57934817, 157.44651381, 0.23769003, -0.69358406, -0.64574462, 25., 0.,  7.88878836e-03,  1.45183776, -4.04795218e-01)
 (122,  46.56714912, 158.4303767 , 0.6704369 ,  0.60953809,  0.61004023, 25., 0.,  2.09401641e-02,  1.10897568, -1.12305051e-01)
 (123, 138.91545405, 159.42665949, 0.55905703, -0.9211483 , -0.66447254, 25., 0.,  2.30853111e-02,  1.17870041, -1.78508588e-01)
 (124, 141.37251658, 161.45241693, 0.49130103, -0.31903103,  0.24908534, 25., 0.,  1.77277345e-02,  1.39121804, -3.58488000e-01)
 (125, 111.2998627 , 165.75768751, 0.74988913, -0.72478336, -0.43024608, 25., 0.,  2.50715241e-02,  1.46073853, -4.11431209e-01)
 (126,   1.02261166, 168.15572251, 0.44444593,  0.4888334 ,  0.84413443, 25., 0.,  3.03223617e-02,  1.21426903, -2.10787298e-01)
 (127, 188.94783084, 168.30586636, 0.35470594,  0.60540112,  0.98020648, 25., 0.,  4.43985499e-03,  1.0840804 , -8.76537298e-02)
 (128,  62.11616528, 170.41270031, 0.5114624 ,  0.5153626 ,  0.05835718, 25., 0.,  1.65824872e-02,  1.05750386, -6.07049071e-02)
 (129, 159.39469777, 170.87629856, 0.53313894,  0.58809055, -0.43991607, 25., 0.,  1.98877174e-02,  1.05690901, -6.00939996e-02)
 (130,  93.47375324, 172.60256707, 0.33160353, -0.87128512,  0.2933633 , 25., 0.,  7.29644299e-03,  1.05709026, -6.02801770e-02)
 (131,  27.16206724, 175.14471487, 0.85343957,  0.05068112,  0.83767534, 25., 0.,  3.38044949e-02,  1.38671843, -3.54970719e-01)
 (132, 182.81750175, 173.83952676, 0.59265179, -0.94753893,  0.40858401, 25., 0.,  1.27314134e-02,  1.12321176, -1.26154102e-01)
 (133, 121.60401887, 177.01112215, 0.42353737,  0.5521776 ,  0.0812796 , 25., 0.,  2.01926082e-02,  1.16953581, -1.70033807e-01)
 (134,  79.9144869 , 181.5562093 , 0.5110793 ,  0.48397842, -0.01082592, 25., 0.,  2.73034368e-02,  1.59081396, -5.04048481e-01)
 (135, 193.13693324, 183.84432677, 0.53958852,  0.04754627, -0.72926653, 25., 0.,  1.29357940e-02,  1.02070393, -2.22494716e-02)
 (136,  39.50238119, 185.16725589, 0.9298905 , -0.03644823,  0.14764852, 25., 0.,  4.22723144e-02,  1.80328948, -6.40163622e-01)
 (137,  92.7823647 , 184.85947254, 0.58221845, -0.4571483 , -0.40561512, 25., 0.,  2.00965367e-02,  1.21932286, -2.15296791e-01)
 (138,  99.98387502, 187.06503156, 0.67266153, -0.56214433,  0.17981855, 25., 0.,  2.09960435e-02,  1.16151488, -1.62561949e-01)
 (139, 188.35526784, 187.18952831, 0.68571699, -0.89515896, -0.89555902, 25., 0.,  2.45384239e-02,  1.35753076, -3.31874194e-01)
 (140,  13.58193418, 190.64447696, 0.8174009 , -0.46057302, -0.56720239, 25., 0.,  3.70324589e-02,  1.38215454, -3.51391513e-01)
 (141, 188.54881809, 190.79000093, 0.48584442, -0.83993647, -0.42030133, 25., 0.,  2.47770324e-02,  1.83831823, -6.61051734e-01)
 (142,  78.27702962, 192.88243657, 0.79947673,  0.74692156, -0.10537279, 25., 0.,  2.70951204e-02,  1.20591679, -2.03293358e-01)
 (143, 124.69082899, 193.21194014, 0.55546405,  0.36901335,  0.56192082, 25., 0.,  1.52674783e-02,  1.19926162, -1.97284840e-01)
 (144,  13.89312933, 194.5550034 , 0.85144005,  0.36326829, -0.58823684, 25., 0.,  4.21915837e-02,  1.48390677, -4.28516541e-01)
 (145,  47.91456649, 194.47577609, 0.95061917,  0.39892606,  0.80994286, 25., 0.,  3.87118906e-02,  1.2118789 , -2.08648057e-01)
 (146,  11.09915498, 197.28364195, 0.35609738,  0.59212736,  0.78816176, 25., 0.,  3.04128155e-02,  1.07044255, -7.39084128e-02)
 (147,  16.57698984, 197.18944929, 0.28095861, -0.0525554 ,  0.61531221, 25., 0.,  2.95009576e-02,  2.21175138, -8.61840768e-01)
 (148,  56.17724196, 198.29210286, 0.50277127,  0.45550605,  0.19469695, 25., 0.,  1.48897618e-02,  1.04519534, -4.79936664e-02)
 (149,  61.08666436, 198.19875698, 0.52263195,  0.30699404,  0.98613419, 25., 0.,  1.95282716e-02,  1.12582869, -1.28680780e-01)]
