[( 1, 267.38517039,  21.28170066,   1204.77135175,  34.70981623, 1.25342354e+02,  11.19563992,   1164.48273783,  31.11121769)
 ( 2, 287.50552879,  23.922834  ,   3907.58576748,  62.51068744, 1.57083976e+02,  12.53331466,   3857.0944894 ,  58.48212201)
 ( 3, 147.59961504,  53.28886015,   2002.58062518,  44.75020281, 1.11604044e+02,  10.56428152,   1966.70789675,  41.35454089)
 ( 4, 288.16826724,  70.77115441,   4373.95712327,  66.13589899, 2.28905708e+02,  15.12963025,   4300.38028851,  61.27280355)
 ( 5,  40.84999294, 101.74257509,   1430.11215672,  37.81682368, 2.92760222e+04, 171.10237534,  -7980.03782313, -17.1803684 )
 ( 6,  26.98968053, 101.96619566,   1431.70547164,  37.83788393, 5.00701238e+04, 223.76354393, -14662.26288289, -34.08611233)
 ( 7,  33.60945516, 107.87511722, 249120.86457604, 499.12009087, 9.30337496e+03,  96.45400444, 246130.4940519 , 468.11701801)
 ( 8,  22.19847855, 109.57217854,   1105.68367965,  33.25182212, 1.40955960e+04, 118.72487566,  -3425.04359203,  -4.90974505)
 ( 9,  28.49276973, 113.83421283,   3168.57908779,  56.29013355, 1.31321621e+05, 362.38325156, -39041.9418346 , -60.19019731)
 (10,  13.36249368, 114.02997354,   1567.68494417,  39.59400112, 8.73885339e+04, 295.61551432, -26521.4866578 , -55.42527134)
 (11,  12.46161471, 119.25566706,   1911.89293591,  43.72519773, 1.14138098e+05, 337.843302  , -34775.35280193, -64.8672922 )
 (12,  19.13019578, 119.20632262, 158473.30425368, 398.08705464, 6.44209734e+03,  80.26267699, 156402.63011027, 372.28833704)
 (13,  29.05676696, 120.47169177,   1172.84153609,  34.24677414, 1.29350419e+04, 113.73232488,  -2984.85051887,  -2.31004457)
 (14,  14.31793103, 124.13532957,   2526.47317236,  50.26403453, 1.11138281e+05, 333.37408383, -33196.54574751, -56.89192099)
 (15, 188.78354574, 245.90316813,    356.83387756,  18.89004719, 5.63066603e+03,  75.03776556,  -1453.02306109,  -5.2292346 )
 (16, 181.76310593, 252.95535516,  71092.30381211, 266.63140077, 2.54145149e+03,  50.41281066,  70275.40869032, 250.42728306)]
